,Z1_ActualPosition,Y1_OutputCurrent,X1_DCBusVoltage,X1_OutputCurrent,S1_ActualPosition,Z1_ActualVelocity,clamp_pressure,Y1_CurrentFeedback,X1_OutputPower,Y1_DCBusVoltage,M1_CURRENT_FEEDRATE,Y1_DiffAcceleration
7913,27.7,323.0,0.106,324.0,-48.9,0.0,4.0,-10.0,0.00201,0.189,15.0,85.9
13203,27.5,325.0,0.065,327.0,1480.0,0.025,3.0,-5.37,3.95e-05,0.0949,3.0,31.3
21221,28.5,326.0,0.0868,327.0,-1260.0,0.025,2.5,3.45,6.8e-05,0.067,3.0,12.755
13165,27.5,325.0,0.0699,327.0,1720.0,0.025,3.0,-5.62,0.000311,0.102,3.0,2.34
23304,28.7,326.0,0.0492,327.0,968.0,0.0,2.5,5.35,-1.39e-05,0.105,3.0,18.8
1471,119.0,326.0,2.78e-19,325.0,905.0,0.0,4.0,0.889,-8.24e-07,2.69e-19,50.0,0.0
88,29.5,324.0,0.0995,325.0,-62.9,0.0,4.0,9.44,0.000439,0.0957,6.0,46.73
4787,29.5,321.0,0.121,321.0,-1510.0,0.0,3.0,0.381,0.00506,0.0146,20.0,-12.5
18469,28.7,326.0,0.097,327.0,1290.0,-0.025,3.0,5.54,0.000517,0.104,3.0,16.84
24318,28.7,326.0,0.0771,327.0,1750.0,0.0,2.5,2.23,0.000499,0.0595,3.0,-68.7
6440,27.7,323.0,0.109,325.0,-1320.0,-0.025,4.0,-4.33,0.00138,0.0679,6.0,-75.0
19504,83.3,328.0,0.12,329.0,2150.0,-33.6,3.0,-12.3,0.00445,0.176,50.0,-93.7
22113,29.5,326.0,0.0708,327.0,1160.0,0.0,2.5,-8.46,2.1e-05,0.139,3.0,6.25
24365,28.7,326.0,0.0515,327.0,1950.0,0.0,2.5,-2.93,0.000113,0.0866,3.0,-38.38
4400,119.0,328.0,0.0175,329.0,-486.0,0.0,2.5,0.531,-1.04e-06,0.0167,6.0,-25.0
9539,93.7,325.0,0.117,327.0,383.0,-33.7,4.0,-9.81,0.0043,0.193,50.0,-163.0000954
6654,119.0,326.0,0.0215,328.0,306.0,0.0,4.0,-0.419,0.0,0.0171,50.0,0.0
7422,119.0,327.0,0.0257,328.0,306.0,0.0,4.0,0.219,0.0,0.0181,20.0,-6.25
51,29.5,324.0,0.0727,326.0,-260.0,0.0,4.0,7.9,0.000174,0.128,6.0,-29.66
1933,28.5,324.0,0.0317,325.0,1060.0,-0.025,4.0,6.07,-8.15e-06,0.128,20.0,-412.0
23351,27.7,326.0,0.0488,327.0,915.0,0.0,2.5,-7.64,-7.03e-06,0.134,3.0,-12.5
2088,119.0,326.0,2.78e-19,325.0,905.0,0.0,4.0,-0.39,4.67e-07,2.69e-19,50.0,0.0
15575,28.7,325.0,0.0656,327.0,-953.0,0.0,4.0,-4.75,9.98e-06,0.0737,3.0,0.0
9482,27.7,323.0,0.0595,324.0,-1200.0,0.0,4.0,-11.5,1.76e-05,0.178,12.0,-75.0
3638,119.0,328.0,0.0177,330.0,339.0,-0.025,3.0,-0.105,0.0,0.0303,6.0,12.5
2928,27.5,325.0,0.0884,326.0,515.0,0.025,3.0,1.35,0.00116,0.0176,6.0,0.0
15421,27.7,326.0,0.107,327.0,1790.0,0.0,4.0,5.12,0.00055,0.0895,3.0,-31.3
19520,55.7,328.0,0.0397,330.0,-927.0,-0.025,3.0,0.685,-5.69e-06,0.0295,50.0,12.5
8875,55.7,326.0,0.0504,328.0,-978.0,0.025,4.0,0.613,4.68e-05,0.0231,50.0,0.0
25069,28.7,326.0,0.103,327.0,205.0,0.0,2.5,-3.55,0.000677,0.076,3.0,6.25
4462,29.5,324.0,0.288,325.0,45.1,0.0,2.5,5.95,0.00364,0.0992,6.0,45.0
2885,29.5,325.0,0.114,326.0,801.0,0.0,3.0,5.38,0.00148,0.0968,6.0,68.7
13333,27.5,325.0,0.0642,327.0,2000.0,-0.025,3.0,2.72,0.000386,0.0401,3.0,-37.5
11655,28.5,325.0,0.104,327.0,-485.0,-0.025,4.0,-7.71,0.00035,0.131,3.0,-32.45
7228,29.7,320.0,0.168,320.0,318.0,0.025,4.0,4.31,0.00685,0.0792,20.0,-35.5
20502,119.0,329.0,2.78e-19,330.0,-273.0,-0.025,3.0,0.0577,2.38e-06,2.78e-19,50.0,-12.5
552,28.5,325.0,0.11,326.0,-1880.0,0.0,4.0,1.24,0.00135,0.0226,6.0,31.3
14889,29.7,325.0,0.0665,326.0,29.5,0.0,4.0,-4.96,0.000411,0.0872,3.0,29.05
19950,29.7,326.0,0.0898,327.0,-1410.0,-0.05,3.0,0.547,0.00114,0.023,6.0,0.0
15533,27.7,326.0,0.0429,327.0,1520.0,0.0,4.0,5.0,-1.21e-05,0.0816,3.0,-25.0
8386,27.7,323.0,0.121,324.0,-390.0,0.0,4.0,1.33,0.00346,0.037,15.0,-83.8
7275,119.0,326.0,0.0177,328.0,306.0,0.0,4.0,0.215,-7.78e-08,0.0201,20.0,25.0
14564,28.7,325.0,0.0712,326.0,-1020.0,-0.025,4.0,-5.01,0.000214,0.0959,3.0,-27.07
4053,55.5,328.0,0.0466,329.0,1550.0,-0.025,3.0,0.827,-1.32e-05,0.0318,50.0,0.0
21739,29.5,326.0,0.0943,327.0,-1150.0,0.0,2.5,4.92,0.000406,0.0903,3.0,-4.7
23295,27.7,326.0,0.0932,327.0,563.0,0.025,2.5,1.31,0.000572,0.0283,3.0,-12.5
2106,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.0839,1.54e-07,2.68e-19,20.0,0.0
23898,28.7,326.0,0.0708,327.0,-2070.0,-0.025,2.5,-3.5,0.000448,0.076,3.0,31.3
5833,28.7,324.0,0.0687,325.0,1080.0,0.0,4.0,-4.32,0.000837,0.0754,6.0,-56.3
22117,27.5,326.0,0.0439,327.0,1960.0,-0.025,2.5,2.2,-3.2e-05,0.0626,3.0,6.25
16930,34.6,326.0,0.0323,328.0,-1420.0,-2.78,3.0,-0.581,-3.34e-06,0.0208,3.0,-12.5
8162,27.7,323.0,0.123,324.0,-22.3,-0.05,4.0,0.939,0.00398,0.0241,15.0,-12.5
16284,27.7,325.0,0.0721,327.0,-2030.0,0.025,4.0,8.04,0.000453,0.14,3.0,-15.71
6115,29.7,323.0,0.0742,324.0,-560.0,0.025,4.0,6.23,0.000785,0.111,6.0,-26.77
13374,29.5,325.0,0.0464,327.0,789.0,0.0,3.0,6.43,-3.33e-05,0.105,3.0,43.8
3014,29.5,324.0,0.066,326.0,892.0,0.0,3.0,5.68,0.00051,0.109,6.0,-4.16
500,28.5,324.0,0.0425,326.0,2140.0,0.0,4.0,3.66,-2.89e-05,0.0925,6.0,-6.25
18458,28.7,326.0,0.0787,327.0,-224.0,0.0,3.0,-4.15,0.000485,0.0737,3.0,-31.3
335,29.5,325.0,0.105,326.0,1260.0,0.0,4.0,-2.7,0.00137,0.0345,6.0,-12.5
3525,119.0,328.0,0.0259,329.0,339.0,0.0,3.0,0.692,3.2e-07,0.0145,6.0,-6.25
13796,27.5,325.0,0.0515,327.0,-34.2,0.025,3.0,6.31,2.32e-05,0.116,3.0,-37.5
10373,29.5,325.0,0.0483,326.0,730.0,0.0,4.0,-6.17,-3.42e-05,0.12,3.0,0.0
879,27.5,325.0,0.0993,326.0,-130.0,0.0,4.0,-0.133,0.00121,0.0179,6.0,0.0
23887,31.5,326.0,0.0222,327.0,-941.0,-3.15,2.5,1.5,4.1e-06,0.0188,3.0,12.5
19383,55.7,328.0,0.0449,329.0,-927.0,0.0,3.0,0.38,-2.85e-05,0.0244,50.0,-6.25
16971,27.7,326.0,0.0603,327.0,-52.7,-0.025,3.0,5.57,9.25e-06,0.0828,3.0,-12.5
13534,28.5,325.0,0.103,326.0,1870.0,0.0,3.0,-4.59,0.000621,0.0838,3.0,50.0
677,28.5,325.0,0.088,326.0,-1210.0,0.0,4.0,-2.79,0.00107,0.0322,6.0,-12.5
2121,119.0,326.0,2.78e-19,325.0,905.0,0.0,4.0,1.53,-7.63e-07,2.69e-19,50.0,0.0
14797,28.7,326.0,0.0723,327.0,370.0,0.0,4.0,-3.96,0.000437,0.0443,3.0,50.0
789,27.5,324.0,0.0337,326.0,-611.0,-0.025,4.0,5.53,0.0,0.102,6.0,37.5
296,29.5,324.0,0.0639,326.0,1050.0,0.0,4.0,-4.68,2.67e-05,0.0888,6.0,-12.5
12115,27.5,325.0,0.104,327.0,884.0,0.0,3.0,-6.53,0.000625,0.127,3.0,29.09
7378,55.7,326.0,0.0507,328.0,-2050.0,0.025,4.0,0.542,2.98e-05,0.0284,50.0,-6.25
534,28.5,325.0,0.1,326.0,-1970.0,-0.025,4.0,0.503,0.00125,0.0208,6.0,0.0
1601,119.0,327.0,2.78e-19,325.0,905.0,0.0,4.0,-0.0699,0.0,2.69e-19,50.0,0.0
18642,28.7,326.0,0.103,327.0,-437.0,-0.025,3.0,5.36,0.000262,0.103,3.0,50.745
14085,29.5,326.0,0.0948,327.0,1770.0,0.0,3.0,0.755,0.000579,0.0263,3.0,12.5
22470,28.5,326.0,0.075,327.0,-96.9,0.025,2.5,-4.52,0.000247,0.0847,3.0,-5.17
164,29.5,324.0,0.0996,325.0,345.0,0.0,4.0,0.547,0.00125,0.0254,6.0,12.5
1667,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,-0.873,0.0,2.68e-19,50.0,0.0
15306,27.7,325.0,0.0972,327.0,-836.0,0.0,4.0,-4.89,0.000632,0.0932,3.0,2.82
4567,119.0,328.0,0.0239,329.0,339.0,0.0,2.5,-2.66,0.0,0.0297,50.0,0.0
17257,28.7,326.0,0.0447,327.0,112.0,-0.025,3.0,3.45,-1.25e-05,0.0839,3.0,25.0
3567,29.5,325.0,0.0805,326.0,817.0,0.0,3.0,5.11,0.00101,0.0962,6.0,68.7
14113,28.5,325.0,0.0512,327.0,-1970.0,0.0,3.0,-4.81,-3.8e-05,0.097,3.0,37.5
15338,28.7,326.0,0.105,327.0,1890.0,0.025,4.0,-7.96,0.000495,0.143,3.0,7.84
5605,28.7,323.0,0.0935,324.0,-1920.0,0.025,4.0,-7.27,0.00112,0.128,6.0,13.5
5505,29.7,324.0,0.0837,325.0,587.0,0.025,4.0,-1.38,0.00106,0.0378,6.0,12.5
7158,119.0,327.0,0.0263,328.0,306.0,-0.025,4.0,-0.579,-7.69e-07,0.0204,20.0,-25.0
6021,29.7,323.0,0.0999,325.0,347.0,0.025,4.0,-3.84,0.000282,0.0717,6.0,-40.64
21733,29.5,326.0,0.0657,327.0,-1190.0,0.0,2.5,3.49,0.000375,0.0543,3.0,27.12
22213,27.5,326.0,0.0696,328.0,282.0,-0.025,2.5,2.79,0.0,0.0671,3.0,6.25
19300,27.7,325.0,0.0694,326.0,-1610.0,0.0,3.0,-6.99,-1.93e-05,0.128,6.0,24.865
15191,55.7,329.0,0.0487,330.0,42.0,0.0,4.0,0.614,-2.63e-05,0.0303,50.0,6.25
8629,27.7,323.0,0.147,324.0,-1830.0,0.0,4.0,-3.04,0.00368,0.0587,12.0,0.0
2808,119.0,328.0,0.0195,330.0,339.0,-0.025,3.0,-0.41,-7.18e-07,0.0232,6.0,31.3
651,28.5,324.0,0.0493,326.0,-1350.0,0.0,4.0,-6.2,2.13e-05,0.135,6.0,68.7
6632,119.0,326.0,0.0335,328.0,306.0,0.0,4.0,-0.1,-1.67e-06,0.0178,50.0,0.0
8653,27.7,323.0,0.0812,324.0,-1370.0,0.0,4.0,-6.71,0.000951,0.132,12.0,51.7
21922,27.5,326.0,0.099,327.0,165.0,0.025,2.5,-1.52,0.000638,0.045,3.0,-12.5
12106,38.2,326.0,0.0293,327.0,-703.0,-3.0,3.0,-4.57,0.0,0.0217,3.0,6.25
7328,29.7,323.0,0.0486,325.0,403.0,0.0,4.0,2.69,-2.9e-05,0.0774,20.0,956.0
656,28.5,324.0,0.0888,326.0,-1320.0,-0.025,4.0,-5.23,0.000714,0.0904,6.0,-97.35
21308,29.5,326.0,0.0549,328.0,-737.0,-0.025,2.5,5.14,0.000296,0.0888,3.0,-37.5
14657,119.0,328.0,0.0183,330.0,-2060.0,-0.025,4.0,-0.582,0.0,0.0319,50.0,6.25
184,29.5,324.0,0.0794,325.0,451.0,0.0,4.0,-0.089,0.000987,0.0194,6.0,0.0
13671,29.5,325.0,0.0942,326.0,154.0,0.0,3.0,0.379,0.000645,0.0164,3.0,-25.0
18442,28.7,326.0,0.1,328.0,1250.0,-0.025,3.0,5.04,0.000291,0.0895,3.0,-32.410000000000004
19869,34.6,324.0,0.037,326.0,-439.0,50.2,3.0,2.0,-2.77e-05,0.0383,50.0,0.0
8271,28.7,323.0,0.127,324.0,-572.0,0.0,4.0,0.0609,0.00403,0.0212,15.0,18.8
18256,28.7,325.0,0.0444,327.0,-2140.0,0.0,3.0,-9.83,0.0,0.15,3.0,25.0
17994,28.7,326.0,0.0906,327.0,-2010.0,0.0,3.0,-5.02,0.000186,0.108,3.0,32.8
9450,55.7,326.0,0.0479,327.0,-978.0,0.025,4.0,0.308,3.61e-05,0.0195,50.0,0.0
10672,29.5,325.0,0.101,327.0,-11.7,0.0,4.0,4.03,0.000688,0.085,3.0,-27.27
1595,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.366,-6.3e-07,2.68e-19,50.0,0.0
9071,55.7,326.0,0.0516,327.0,-978.0,0.0,4.0,0.613,3.13e-05,0.025,50.0,0.0
409,28.5,324.0,0.106,325.0,1650.0,0.025,4.0,-7.5,0.000631,0.13,6.0,54.16
21510,39.4,326.0,0.0208,327.0,1720.0,-2.92,2.5,0.54,0.0,0.0163,3.0,0.0
20508,49.4,326.0,0.135,328.0,-927.0,-33.5,3.0,-11.5,0.00518,0.209,50.0,68.70009540000001
13756,29.5,326.0,0.0949,327.0,-1140.0,0.0,3.0,-4.23,0.000554,0.044,3.0,-37.5
19444,119.0,329.0,0.0169,330.0,2150.0,-0.025,3.0,-0.578,1.42e-06,0.0194,50.0,18.8
6788,49.0,323.0,0.0508,324.0,-647.0,49.9,4.0,0.848,2.29e-05,0.0212,50.0,12.5
1494,119.0,332.0,2.79e-19,328.0,-1160.0,-0.025,4.0,0.236,0.0,2.68e-19,50.0,0.0
21133,27.5,326.0,0.0631,327.0,9.85,0.0,2.5,-2.84,0.000365,0.0437,3.0,0.0
2058,27.5,325.0,0.13,326.0,1570.0,0.0,4.0,-1.59,0.00543,0.0253,20.0,-25.0
12681,29.5,326.0,0.11,327.0,-1010.0,0.0,3.0,-3.6,0.000669,0.05,3.0,-31.3
9553,119.0,326.0,0.0309,327.0,383.0,-0.025,4.0,1.17,3.88e-06,0.0173,50.0,0.0
276,29.5,325.0,0.0893,326.0,943.0,0.0,4.0,-4.32,0.00103,0.0658,6.0,-43.8
18703,55.7,329.0,0.0469,330.0,2150.0,0.025,3.0,0.236,6.7e-06,0.0317,50.0,-18.8
1547,27.5,324.0,0.0445,326.0,1730.0,0.025,4.0,7.55,1.96e-05,0.13,20.0,-106.0
19572,29.7,326.0,0.0664,327.0,-876.0,0.0,3.0,-3.2,0.000817,0.0715,6.0,56.3
18655,28.7,326.0,0.058,327.0,657.0,0.0,3.0,2.87,-2.65e-05,0.0417,3.0,81.2
15070,29.7,326.0,0.0459,327.0,-1200.0,-0.025,4.0,5.4,0.00011,0.103,3.0,12.49819
5319,27.7,324.0,0.0468,325.0,-1220.0,-0.025,4.0,6.14,-2.06e-05,0.121,6.0,43.8
3032,27.5,325.0,0.0767,326.0,1080.0,0.0,3.0,-8.2,0.000843,0.141,6.0,0.5
13798,27.5,325.0,0.0516,327.0,-23.6,0.025,3.0,6.92,1.51e-05,0.153,3.0,-25.0
24317,28.7,326.0,0.0938,327.0,1750.0,0.0,2.5,2.49,0.000574,0.06,3.0,-68.7
10208,119.0,329.0,0.0246,330.0,-1960.0,0.0,4.0,0.0187,7.21e-07,0.0191,50.0,-31.3
10326,28.5,326.0,0.0501,327.0,549.0,0.0,4.0,-6.11,0.000302,0.048,3.0,-12.5
15447,27.7,325.0,0.0902,327.0,-1250.0,0.025,4.0,-5.19,0.000239,0.126,3.0,11.557
18144,30.0,326.0,0.0216,327.0,-646.0,-3.22,3.0,-0.579,4.14e-06,0.0257,3.0,0.0
2427,119.0,332.0,2.79e-19,328.0,-1160.0,0.0,4.0,0.196,4.6e-07,2.68e-19,20.0,0.0
16283,27.7,325.0,0.104,327.0,-2030.0,0.05,4.0,2.6,0.000616,0.0471,3.0,21.95
4805,29.5,322.0,0.0304,324.0,-1310.0,-0.025,3.0,5.99,-8.14e-06,0.155,20.0,12.5
3437,29.5,325.0,0.0409,326.0,1470.0,0.0,3.0,-5.58,-5.53e-06,0.135,6.0,56.3
14812,28.7,325.0,0.0883,326.0,-799.0,0.0,4.0,1.42,0.000527,0.0842,3.0,-33.480000000000004
8938,28.7,323.0,0.109,324.0,2020.0,0.0,4.0,-3.4,0.0027,0.0676,12.0,43.8
14589,27.7,326.0,0.0759,327.0,-500.0,0.0,4.0,-7.32,0.000125,0.116,3.0,7.207
13540,28.5,325.0,0.0718,326.0,1900.0,0.025,3.0,-3.94,0.000495,0.0822,3.0,43.8
12664,27.5,326.0,0.06,327.0,1250.0,0.025,3.0,-4.44,0.000392,0.087,3.0,18.8
23586,29.7,325.0,0.0712,327.0,-911.0,0.025,2.5,-6.41,0.00031,0.128,3.0,2.05
10199,28.5,326.0,0.0723,327.0,363.0,0.0,4.0,-3.04,0.000407,0.0445,3.0,-18.8
10888,28.5,325.0,0.065,327.0,-1480.0,0.0,4.0,7.93,3.05e-05,0.15,3.0,-18.8
24802,29.7,326.0,0.0918,327.0,1030.0,0.0,2.5,2.84,0.000347,0.0582,3.0,-11.09
7926,29.7,323.0,0.11,324.0,-1720.0,0.025,4.0,-0.55,0.00339,0.0175,15.0,6.25
19375,28.7,326.0,0.0402,327.0,1090.0,-0.025,3.0,-4.52,-1.78e-05,0.081,6.0,-18.8
13672,29.5,325.0,0.0983,327.0,159.0,0.0,3.0,1.5,0.0006,0.0192,3.0,18.8
13718,28.5,325.0,0.0953,326.0,1810.0,0.025,3.0,-4.73,0.000594,0.0969,3.0,33.49
15562,119.0,328.0,0.0219,330.0,-2060.0,-0.025,4.0,1.97,0.0,0.0225,50.0,25.0
12255,29.5,325.0,0.0654,327.0,-837.0,0.0,3.0,5.89,4.14e-05,0.122,3.0,-31.3
2991,119.0,328.0,0.0154,330.0,339.0,0.0,3.0,-0.415,-6.19e-07,0.0154,6.0,31.3
15373,28.7,325.0,0.0816,326.0,-1050.0,0.025,4.0,-5.11,0.000515,0.0967,3.0,21.59
23215,28.7,325.0,0.0968,327.0,-1590.0,0.0,2.5,-3.36,0.000338,0.087,3.0,-23.3
24174,29.7,326.0,0.053,327.0,972.0,-0.025,2.5,1.28,0.000314,0.026,3.0,-47.74
16140,27.7,326.0,0.0847,327.0,-2020.0,0.025,4.0,4.18,0.000514,0.103,3.0,-28.33
4812,119.0,326.0,0.0179,327.0,-1510.0,0.025,3.0,1.25,9.62e-07,0.0212,6.0,-12.5
9926,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
6015,28.7,323.0,0.0803,324.0,1340.0,0.0,4.0,5.11,0.00102,0.102,6.0,-18.8
12456,29.5,326.0,0.0755,327.0,-1520.0,0.0,3.0,-4.1,4.72e-05,0.0716,3.0,24.761
8799,55.7,326.0,0.0556,327.0,-978.0,0.0,4.0,0.613,2.88e-05,0.0198,50.0,0.0
19910,119.0,328.0,0.0264,330.0,2150.0,0.0,3.0,-0.736,2.06e-06,0.0167,50.0,-12.5
23270,29.7,325.0,0.05,327.0,-1160.0,0.0,2.5,-1.52,-1.43e-05,0.044,3.0,6.25
7416,67.7,325.0,0.114,327.0,306.0,-33.6,4.0,-10.7,0.00424,0.198,50.0,-124.999809
13313,28.5,325.0,0.0503,326.0,-2120.0,-0.025,3.0,-6.36,-2.98e-05,0.0904,3.0,25.0
10341,27.5,326.0,0.109,327.0,-705.0,0.0,4.0,-2.62,0.000519,0.0514,3.0,-14.85
4121,28.5,325.0,0.0357,326.0,-1720.0,-0.025,3.0,4.23,-2.56e-05,0.0982,6.0,75.0
22138,28.5,326.0,0.0791,327.0,-1920.0,0.0,2.5,-4.49,0.000512,0.0808,3.0,-25.0
24184,61.8,327.0,0.119,329.0,455.0,-33.5,2.5,-11.5,0.00449,0.193,50.0,18.8000954
18411,28.7,326.0,0.0989,327.0,-101.0,0.025,3.0,3.44,0.000629,0.0913,3.0,27.19
11629,28.5,325.0,0.0897,327.0,-731.0,-0.025,4.0,4.15,0.000403,0.0587,3.0,-1.8
23529,28.7,325.0,0.0591,327.0,-1840.0,0.025,2.5,-7.18,9.07e-06,0.104,3.0,12.5
18757,29.7,325.0,0.07,327.0,-1330.0,-0.025,3.0,-6.18,0.000232,0.123,3.0,2.0
2599,28.5,324.0,0.114,325.0,1140.0,0.0,4.0,-0.978,0.00464,0.0224,20.0,-6.25
946,27.5,324.0,0.076,325.0,227.0,-0.025,4.0,-5.47,0.000585,0.092,6.0,-7.06
13968,55.5,328.0,0.0462,329.0,-2070.0,-0.025,3.0,1.46,-2.53e-05,0.025,50.0,6.25
10089,28.5,325.0,0.0593,327.0,203.0,0.0,4.0,-6.1,9e-06,0.112,3.0,0.0
2033,27.5,325.0,0.103,325.0,2060.0,0.0,4.0,-0.502,0.00422,0.0234,20.0,0.0
16304,27.7,326.0,0.0539,327.0,1290.0,-0.05,4.0,-3.66,0.000306,0.064,3.0,-37.5
8364,119.0,326.0,0.0214,328.0,-2050.0,-0.025,4.0,1.32,0.0,0.0176,50.0,12.5
16820,29.7,326.0,0.0705,327.0,-998.0,-0.025,3.0,5.22,0.00046,0.0578,3.0,15.84
21162,28.5,326.0,0.0564,327.0,-1090.0,0.025,2.5,7.1,0.0,0.138,3.0,-25.0
10021,29.5,325.0,0.0648,326.0,78.7,0.0,4.0,2.9,0.000408,0.0746,3.0,25.0
1530,55.5,328.0,0.0556,329.0,-2130.0,0.0,4.0,0.521,3.85e-05,0.0174,50.0,0.0
4825,119.0,326.0,0.0223,328.0,-1220.0,0.0,3.0,-0.0999,-1.33e-06,0.0222,50.0,-6.25
24993,55.7,329.0,0.0668,330.0,-1730.0,0.025,2.5,1.08,5.19e-05,0.0297,50.0,0.0
10144,28.5,326.0,0.0904,327.0,1940.0,0.025,4.0,-0.357,0.000548,0.0161,3.0,6.25
11079,27.5,326.0,0.0763,327.0,1260.0,0.0,4.0,-0.886,0.000456,0.0229,3.0,12.5
13885,27.5,325.0,0.0876,327.0,1380.0,-0.025,3.0,-1.79,0.000539,0.0374,3.0,-9.42
19198,119.0,328.0,0.0221,330.0,2150.0,0.0,3.0,-0.733,-9.54e-07,0.0297,50.0,-6.25
9936,119.0,329.0,0.0212,330.0,-1960.0,0.0,4.0,0.714,-2.51e-06,0.0181,50.0,25.0
1358,28.5,324.0,0.156,325.0,1280.0,0.025,4.0,-4.05,0.00652,0.083,20.0,12.5
16978,28.7,326.0,0.0864,327.0,939.0,0.0,3.0,0.459,0.000537,0.0208,3.0,0.0
3055,29.5,325.0,0.0991,326.0,412.0,-0.025,3.0,4.19,0.000907,0.0819,6.0,37.27
22387,34.0,326.0,0.0167,327.0,1810.0,-2.97,2.5,1.18,0.0,0.0204,3.0,-12.5
9236,55.7,326.0,0.0532,327.0,-978.0,0.0,4.0,0.216,3.27e-05,0.0282,50.0,0.0
3664,119.0,328.0,0.0198,329.0,339.0,-0.025,3.0,-0.416,-4.99e-07,0.0168,6.0,31.3
6459,28.7,323.0,0.11,325.0,-2090.0,0.025,4.0,-9.87,0.000863,0.17,6.0,60.260000000000005
11719,29.5,325.0,0.0761,327.0,-1740.0,0.0,4.0,5.43,1.2e-05,0.119,3.0,-43.8
14535,29.7,326.0,0.0893,327.0,-1800.0,0.0,4.0,-0.679,0.000604,0.0162,3.0,0.0
6677,27.7,326.0,0.0282,327.0,271.0,0.0,4.0,3.19,3.28e-06,0.051,50.0,43.8
8951,27.7,323.0,0.0985,324.0,-1130.0,0.0,4.0,-0.379,0.00237,0.0262,12.0,0.0
18309,28.7,326.0,0.0904,327.0,213.0,0.0,3.0,2.6,0.000564,0.0461,3.0,29.09
12321,27.5,326.0,0.0843,327.0,-723.0,0.0,3.0,-4.49,0.00047,0.0762,3.0,-43.8
13959,28.5,325.0,0.0614,327.0,-359.0,0.0,3.0,7.55,0.000188,0.143,3.0,1.02
13423,27.5,326.0,0.0591,327.0,334.0,0.025,3.0,0.92,0.000367,0.0207,3.0,-12.5
21872,29.5,326.0,0.0456,327.0,-454.0,0.0,2.5,6.79,0.0,0.111,3.0,-6.25
13416,27.5,326.0,0.0742,327.0,296.0,0.05,3.0,0.711,0.000472,0.0217,3.0,-12.5
20527,119.0,329.0,2.78e-19,330.0,-273.0,0.0,3.0,-1.06,0.0,2.78e-19,50.0,0.0
2894,28.5,325.0,0.0875,326.0,-1880.0,0.025,3.0,-3.69,0.00105,0.07,6.0,31.3
10136,28.5,325.0,0.103,326.0,-1110.0,-0.025,4.0,2.03,0.000624,0.0196,3.0,6.25
13960,28.5,326.0,0.0987,327.0,-354.0,0.0,3.0,5.03,0.000317,0.0982,3.0,13.424
24870,28.7,326.0,0.0978,327.0,-1960.0,0.0,2.5,-3.85,0.000599,0.0745,3.0,56.3
17788,28.7,326.0,0.0658,327.0,58.8,0.0,3.0,1.89,4.06e-05,0.0437,3.0,37.5
7715,38.3,323.0,0.0351,325.0,-449.0,-15.6,4.0,0.699,0.0,0.0189,15.0,0.0
14878,29.7,325.0,0.0533,327.0,715.0,0.0,4.0,-3.73,-7.39e-06,0.0627,3.0,12.5
17967,29.7,326.0,0.101,327.0,-1960.0,0.0,3.0,-6.59,0.000292,0.106,3.0,-23.88
2252,119.0,326.0,2.78e-19,325.0,905.0,0.0,4.0,0.889,0.0,2.69e-19,50.0,0.0
15315,29.7,325.0,0.0858,326.0,-718.0,0.0,4.0,5.28,0.000151,0.102,3.0,5.14
6469,27.7,323.0,0.0406,325.0,-896.0,-0.025,4.0,9.37,-3.52e-05,0.159,6.0,-709.3
18437,28.7,326.0,0.0735,328.0,1220.0,-0.025,3.0,-0.144,0.000124,0.0165,3.0,284.25
10937,27.5,326.0,0.0661,327.0,2060.0,0.0,4.0,4.19,0.00033,0.0815,3.0,-15.71
17992,29.7,326.0,0.0699,327.0,475.0,-0.025,3.0,-3.53,0.000422,0.0609,3.0,-50.0
10088,28.5,326.0,0.0615,327.0,197.0,-0.025,4.0,-6.57,1.84e-05,0.113,3.0,-12.5
10679,29.5,325.0,0.0846,327.0,25.6,0.0,4.0,3.06,0.000498,0.0555,3.0,-50.0
289,29.5,324.0,0.0614,326.0,1010.0,0.0,4.0,-4.15,3.52e-05,0.0682,6.0,-93.7
8994,28.7,323.0,0.0793,324.0,1450.0,0.0,4.0,-5.0,0.000724,0.079,12.0,-105.4
17433,28.7,326.0,0.0807,327.0,1870.0,0.025,3.0,-5.03,0.000508,0.091,3.0,-12.5
11046,29.5,325.0,0.0888,326.0,468.0,0.0,4.0,-5.19,0.000491,0.0783,3.0,-37.5
21365,27.5,326.0,0.102,327.0,-945.0,-0.025,2.5,-3.58,0.000585,0.0748,3.0,16.79
1336,119.0,333.0,2.79e-19,329.0,-1160.0,-0.025,4.0,0.066,8.77e-08,2.68e-19,50.0,0.0
15285,28.7,326.0,0.0792,327.0,583.0,0.0,4.0,3.87,-1.24e-05,0.0833,3.0,-153.5
15572,119.0,328.0,0.0219,330.0,-2060.0,0.025,4.0,0.853,-9.5e-07,0.0139,50.0,0.0
19744,119.0,329.0,0.0191,330.0,2150.0,-0.025,3.0,0.692,0.0,0.0171,50.0,12.5
